ID,CNPJ,RAZAO
1253,44914992000138,RODONAVES TRANSPORTES E ENCOMENDAS LTDA
1258,45907352000163,LEADER SOLUCOES COMERCIAIS LTDA
1261,46242004000187,EMPRESA PAULISTA DE TELEVISAO S/A
1262,46654158000186,GAMT - GRUPO DE ASSESSORIA E MOBILIZACAO DE TALENTOS
1265,48159669000157,MASTER KITCHEN REFEICOES E LANCHES LTDA
1267,49385339000142,SERPOL CONSTRUCOES E SERVICOS LTDA
1268,50268838000139,SARAIVA EDUCACAO S.A.
1270,50737766000121,TECHNE ENGENHARIA E SISTEMAS LTDA
1272,50956911000165,LITOGRAFIA BANDEIRANTES LTDA
1275,51858934000108,J SILVA PAINEIS LTDA
1276,53237962000125,EMPRESA DE TRANSPORTES PAJUCARA LTDA
1281,55752315000187,SISTEMA ARACA DE COMUNICACAO LTDA
1283,56277197000165,NUNO FERREIRA CARGAS INTERNACIONAIS LTDA
1419,9013155000137,GRANTO CORRETORA DE SEGUROS LTDA
1287,57229601000198,TELESUL TELECOMUNICACOES LTDA
1288,57559387000138,VERZANI & SANDRINI S.A.
1293,59087593000118,PROFORM COMERCIO E INFORMATICA LTDA
1297,60370947000116,DISTRIFILM COMERCIAL LTDA
1298,60583630000168,LLOYD IMOBILIARIO LTDA
1300,60961968000106,FUNDACAO ANTONIO PRUDENTE
1303,61244034000116,EPS - EMPRESA PAULISTA DE SERVICOS S.A.
1304,61533949000141,S/A O ESTADO DE S.PAULO
1306,62601489000104,LAVORO AUTOMACAO INFORMATICA E COMERCIO LTDA
1312,63939110000133,PELLIZZER ESTRUTURAS METALICAS LTDA
1313,64728561000194,PRIME INFORMATICA ALPHA LTDA
1319,67889006000132,MOCAMBO EMPREENDIMENTOS IMOBILIARIOS LTDA
1320,68000645000168,"GENERALL SERVICOS DE PORTARIA, CONSERVACAO E LIMPEZA LTDA."
1321,68827450000196,PROPECUARIA COMERCIO DE PRODUTOS AGROPECUARIOS LTDA
1324,69346856000110,CECM DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA
1325,70204870000168,F&M CORRETORA DE SEGUROS LTDA
1326,71725238000122,R. COSTA ADMINISTRADORA E CORRETORA DE SEGUROS S/S. LTDA.
1329,72782188000188,"VIDEODATA COMERCIO, IMPORTACAO E EXPORTACAO LTDA"
1330,72866957000126,DUMONT INSTALACOES E SERVICOS TECNICOS LTDA
1439,21444981000136,SOMA MEIOS ELETRONICOS DE PAGAMENTOS S/A
1335,76530047000129,EDITORA GAZETA DO POVO S/A
1337,76583004000101,ASSOCIACAO COMERCIAL DO PARANA
1338,76649169000139,BALLESTEROS BALLESTEROS LTDA
1340,78626363000124,FUND CENTROS DE REFERENCIA EM TECNOLOGIAS INOVADORAS
1343,79227963001235,NC COMUNICACOES SA
1344,79251344000123,GL REPRESENTACOES LTDA
1566,60104007000185,EDUARDO DE OLIVEIRA RIVELLES EPP
1349,79875902000121,TV O ESTADO FLORIANOPOLIS LTDA
1350,80150857000127,SOC DE PREV COMPL DO SISTEMA FED DA IND DO ESTADO DE SC
1362,83066118000140,DIRETA TELECOMUNICACOES LTDA
1363,83191510000110,RADIO CANOINHAS LTDA
1364,83472803000176,DIGITRO TECNOLOGIA S.A.
1452,27248445000141,"ILHA AZUL SAUDE, SEGUROS, PREV., ADM., CONSULT. E CORRETAGEM S.A."
1367,83892174000133,Orcali Serviços de Limpeza LTDA
1373,85274306000199,MICROSERVICE TECNOLOGIA DA INFORMACAO LTDA
1376,88191069001243,"STV SEGURANCA, TECNOLOGIA E VIGILANCIA PATRIMONIAL LTDA."
1381,92102433000176,COMISSARIA PIBERNAT LTDA
1383,92780600000138,AUXILIADORA PREDIAL LTDA. GRUPO AUXILIADORA PREDIAL
1384,92856905000186,ADVANCED CORRETORA DE CAMBIO LTDA
1387,94465069000134,PERSONAL TURISMO LTDA
1388,95283693000183,P M DESPACHOS ADUANEIROS E REPRESENTACOES LTDA
1394,99845000186,INSTITUICAO ITURAMENSE DE ENSINO SUPERIOR LTDA
1398,1198721000110,RESOLVE PRESTADORA DE SERVICOS LTDA
1399,1248111000184,EMBRASG - EMPRESA BRASILEIRA DE SERVICOS GERAIS LTDA
1400,1273810000184,GUARDIAN SECURITY LTDA
1404,3787963000175,LABORTEC METROLOGIA LTDA
1407,4964546000113,ASSERTIF CONSULTORES ASSOCIADOS LTDA.
1408,5058935000142,INTERATIVA FACILITIES LTDA
1409,5607657000135,SCANSOURCE BRASIL DISTRIBUIDORA DE TECNOLOGIAS LTDA
1469,34893405000118,DSA TRANSPORTE E LOGISTICA LTDA
1410,6170489000126,MR ASSESSORIA E CONSULTORIA EM INFORMATICA LTDA
1412,7173668000180,R & U PRESTACAO DE SERVICOS DE CURSOS DE IDIOMAS EIRELI
1415,7731055000110,APPELSOFT INFORMATICA LTDA
1416,7910785000189,PIB CORRETORA DE SEGUROS LTDA
1417,8260859000141,BEHEMOTH INTELIGENCIA PARA OS NEGOCIOS LTDA
1421,10425636000139,GONCALVES E SILVA PLANEJAMENTO EMPRESARIAL LTDA
1422,10538355000192,ACTIVOX SOLUCOES EM CONTACT CENTER EIRELI
1423,10858890000120,SYSTEM MANAGER TECNOLOGIA EM INFORMATICA LTDA
1478,42964714000160,ACQUAZERO FRANCHISING LTDA
1424,11439893000192,PARTNERONE COMERCIO E SERVICOS EM INFORMATICA LTDA
1425,13157305000153,SIMPLES IP COMERCIO E SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA
1428,15346379000163,GUANABARA RIO ADMINISTRADORA E CORRETORA DE SEGUROS LTDA
1429,17040617000133,BIMAVA TAXI AEREO LTDA
1431,17909293000127,L. R. GO MARKETING LTDA
1432,18356349000126,LBX ASSESSORIA EM SISTEMA DE GESTAO LTDA
1485,288916000199,VB-SERVICOS COMERCIO E ADMINISTRACAO LTDA
1433,18910527000119,GLOBAL - SAUDE OCUPACIONAL LTDA
1434,19784459000151,VICTOR R. M. MILAN
1437,21217033000168,G.L.BALLARIN - SERVICOS ADMINISTRATIVOS LTDA
1489,2659265000121,HELERA SERVICOS DE INFORMATICA E CENTRAL DE CONTATOS LTDA
1440,22229158000170,KITADO RECUPERACAO DE CREDITOS E GESTAO DE NEGOCIOS DIGITAIS LTDA
997,30187372000130,SERGIO FERNANDO CHICALSKI GAIA
1447,23169517000104,LUMINA PROMOCAO DE VENDAS DE PRODUTOS GRAFICOS PUBLICITARIO EIRELI
1493,4817246000101,AHM SOLUTION DO BRASIL LTDA.
1448,23883644000170,DLC DIAGNOSTICOS LTDA
1449,26112613000104,GRAND PRIME CORRETORA DE SEGUROS LTDA
1450,26205804000110,DIAVANTI SOLUCOES LOGISTICAS LTDA
1451,26229892000190,SIGMA GERENCIAMENTO DE PROJETOS LTDA
1455,27791065000159,BRBATEL TECNOLOGIA FINANCEIRA S.A.
1499,7736144000150,FALKER AUTOMACAO AGRICOLA LTDA
1500,8800809000100,AQUA COLETA DO VESTUARIO LTDA
1456,27829683000140,W2D SERVICOS DE TECNOLOGIA LTDA
1457,28101420000183,IJA PROMOCOES E EVENTOS LTDA
1458,28881701000104,RIGHT CORRETORA E ASSESSORIA EM SEGUROS LTDA.
1459,28925799000146,VALECOM SOLUCOES EMPRESARIAIS LTDA
1787,28788390000125,GERA SOLUCOES E TECNOLOGIA S.A.
1462,30779007000114,INSPIRE TELECOM - EIRELI
1464,31551111000110,MAURO CASTRO DE AZEVEDO E SOUZA
1465,33060220000160,ASTI CONSULTORIA TRIBUTARIA LTDA
1551,36485363000101,HOLU TECNOLOGIA S.A.
1467,33746166000100,JANAINA RYSDYK EIRELI
1468,34577232000129,L&M 2 COMERCIO E SERVICOS DE ESTETICA LTDA
1512,12448183000191,D LOJA VIRTUAL COMERCIO DE SOLUCOES DIGITAIS LTDA
1470,35027867000115,STARTLAW SERVICOS DE APOIO A EMPRESAS LTDA
1514,12632349000710,RANNY ENGENHARIA LTDA
1472,36324926000180,LEONARDO DE OLIVEIRA BARBOSA CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA
761,22152318000120,90 TECNOLOGIA DA INFORMACAO LTDA
1475,37997366000197,QAT CAPITAL CONSULTORIA LTDA
1476,40344893000107,P2D EDUCACAO LTDA
1477,42700473000141,"CORPORE CORRETORA DE BENEFICIOS, PLANOS DE SAUDE E TELEMARKETING LTDA"
1481,68644772000108,PENSAR ADMINISTRACAO E CORRETAGEM DE SEGUROS LTDA
1483,83280859000129,VGA AUDITORES INDEPENDENTES
1490,2812525000157,NEGOCIAR REPRESENTACOES COMERCIAIS LTDA
1491,3317766000192,PEDRO GRANADO IMOVEIS LTDA
1524,19544690000178,TI3 SO GROUP BRASIL TECNOLOGIAS DIGITAIS LTDA
1494,6153856000183,ISOLVE - SOLUCOES EM INFORMATICA LTDA
1495,7295456000175,ISES - INSTITUTO DE SOCIOECONOMIA SOLIDARIA
1496,7426946000163,K2 TELECOM E MULTIMIDIA LTDA
1501,9496038000171,PLAYERUM DESENVOLVIMENTO DE CONTEUDO INTERATIVO LTDA
1502,10233775000160,GOOMARK SOLUCOES EM INTERNET EIRELI
1503,10441309000170,INTERNET NORTE FLUMINENSE DE CAMPOS LTDA
1505,10475620000130,RIGOLIN & FERREIRA DESENVOLVIMENTO DE SOFTWARE LTDA
1506,10729059000179,ATILE SERVICOS ADMINISTRATIVOS EIRELI
1508,11061153000165,TRUST CONTROL - SEGURANCA EM TECNOLOGIA DA INFORMACAO LTDA
1513,12559261000125,ASSOCIACAO PROTETORA DE VEICULOS AUTOMOTORES - PROAUTO
1515,13132551000150,W3K TECNOLOGIA LTDA
1536,27391065000161,ALTA PERFORMANCE PROMOCOES LTDA
1516,13425269000161,TELEVISAO BAHIA S.A.
1518,15220432000185,CONNECT TECNOLOGIA E CONSULTORIA EIRELI
1520,15766003000108,SAFE WATER BRASIL LTDA
1525,19832434000186,WALTER SHIN FUJINAKA JUNIOR LTDA
1541,30580890000119,"ACQUAPRIME SERVICOS DE LIMPEZA, ESTETICA E HIGIENIZACAO LTDA"
1526,19950915000196,CONFIANCA GOLDEN GARANTIA DE OBRIGACOES CONTRATUAIS LTDA
1527,20382876000157,INVICTA INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS LTDA
1530,23240029000146,SKYLINE INOVACAO E PRODUCOES LTDA
1545,33773107000121,FINUBE SERVICOS FINANCEIROS LTDA
1461,29911069000159,DIEL ENERGIA LTDA
1547,34130809000150,EVER SOLAR LTDA
1538,28129102000120,QUALITY MIDIA EXTERIOR LTDA
1549,35088331000100,EVEREST SOLUCOES INTELIGENTES LTDA
1540,30223471000120,MZ BARAO CONSULTORIA E COBRANCA LTDA
1546,33872824000100,RMS&Z DESIGN DE PRODUTOS DIGITAIS E TECNOLOGIA LTDA
1548,34626591000129,DOJO SOLUCOES TECNOLOGICAS LTDA
1557,42888115000104,A EDITORA EIRELI
1559,43721026000131,GIP MEDICINA DIAGNOSTICA S.A
1561,50276237000178,FUNDACAO DE DESENVOLVIMENTO DA PESQUISA DO AGRONEGOCIO
1556,41156342000182,JOAO PEDRO CALEFI SOCIEDADE INDIVIDUAL DE ADVOCACIA
1562,50934397000167,CLAREZA - TERCEIRIZACAO DE SERVICOS LTDA
1563,54675251000103,ICAMP MARCAS E PATENTES LTDA
1595,33819427000175,ELLOX DIGITAL LOGISTICS S.A.
1560,46053256000168,GERA GD COMPARTILHADA LTDA
1567,78881414000164,TRANSPORTES NATAL LTDA
1572,15448414000155,AGENCIA 242 SOLUCOES E MARKETING COMUNICACOES LTDA
1570,42168518000189,ACIR ADMINISTRACAO S A
754,21716549000157,PROFORT AR CONDICIONADO E PRESTACAO DE SERVICOS LTDA
1573,24621985000130,ALVES E MACHADO LTDA
1577,32310501000160,BLUEPRINT DIGITAL SOLUTIONS LTDA
1579,17151302000163,CADPLAS SERVICOS DE INJECAO EIRELI
1582,11669779000159,CKX SERVICOS ADMINISTRATIVOS EIRELI
1583,6267630001185,COMPANHIA BRASILEIRA DE EDUCACAO E SISTEMAS DE ENSINO S.A
1584,20230437000129,CONCIERGE DE BOLSO PORTAL DE SERVICOS NA INTERNET EIRELI
1571,7844192000161,ACOI CONSTRUCOES LTDA
1585,28474999000120,CREATORS AGENCIAMENTO DE NEGOCIOS E SERVICOS LTDA
1586,42296945000142,CW KOLOGESKI LTDA
1587,43659430000122,D4B CONSULTORIA EMPRESARIAL LTDA
1588,27514347895,DEISE C S FORNAZIER
1589,44329102000120,DG - ASSESSORIA E TREINAMENTOS LTDA
1591,8357284000180,DINAMICA INTERNET E COMUNICACAO LTDA
1597,28039917000119,ENOVSE SERVICOS AUXILIARES DE ESCRITORIO LTDA
1600,4590351000150,FLY ENTREGAS RAPIDAS LTDA
1601,32560310000157,FOUR CORRETORA DE SEGUROS & PREVIDENCIA E ASSESSORIA EMPRESARIAL LTDA
1602,27862907000116,FRACTTAL DO BRASIL SERVICOS DE TECNOLOGIA LTDA
1603,34639121000108,FRST FALCONI ROAD OF SKILLS AND TALENTS TREINAMENTO E DESENVOLVIMENTO DE PESSOAS LTDA.
1604,27816761000172,GABRIELA P. S. GALDAO
1605,472968000110,GUIA-SE CONSULTORIA EM NEGOCIOS PELA INTERNET LTDA
1607,90094863000168,IMOBILIARIA BRASAO LTDA
1608,17230899000131,IMOBILIARIA MPB LTDA
1610,23441418000130,J C DE PAULA EIRELI
1611,20239581000126,J FERREIRA CORRETORA DE SEGUROS LTDA
1613,12802996000138,J. A. TECNOLOGIA DA INFORMACAO LTDA
1614,37873590000177,KULA TECNOLOGIA DA INFORMACAO LTDA
1617,28661893000135,LIMASLAB LTDA
1592,32303868000157,DOOTAX SOFTWARES S.A.
1593,66895228000103,ECOMMIT CONSULTORIA E TECNOLOGIA LTDA
1618,47089438000151,LISONDA ENGENHARIA E CONSTRUCOES LTDA
1620,34816202000128,M&T CAPITAL SECURITIZADORA S/A
1621,7439459000135,MAIS CONSULTORIA EM ENGENHARIA DE PRODUCAO
1623,9196317000381,MANCHESTER AGENTES AUTONOMOS DE INVESTIMENTOS S/S LTDA
1626,7049038000106,MG IDIOMAS LTDA
1628,67201640000130,MODAL GESTAO & RESULTADOS LTDA
1629,19331992000168,MOKE PUBLICIDADE E PROPAGANDA LTDA
1630,10496642000187,NEXT4 COMUNICACAO DIGITAL LTDA
1631,12998470000175,ON INVEST SOLUCOES FINANCEIRAS LTDA
1632,43763345000100,OPERA HUB ARMAZENAGEM E LOGISTICA LTDA
1634,43095468000110,PHYLLON ACELERADORA LTDA
1635,18945393000171,PIX MIDIA SOLUCOES EM TECNOLOGIA LTDA
1638,17188852000157,PROMOVE MARKETING E PROPAGANDA LTDA
1647,35283810000187,SGA CONSULTORIA INTELIGENTE LTDA
1648,39890861000128,SILVANIO NEVES DA SILVA EIRELI
1649,17559001000173,STAFF BRASIL SOLUCOES EM SEGURANCA EIRELI
1651,26722268000120,TANAPORTA HORTIFRUTI DELIVERY LTDA
1654,21669624000176,TIPO PUBLICIDADE LTDA
1658,33113309000147,VALID SOLUCOES S A
1664,30702093000167,YOUNDER TECNOLOGIA DE SERVIÇOS S.A
1665,36340840000140,A3 AGENTE DE ESTAGIOS E TREINAMENTOS E DESENVOLVIMENTO PROFISSIONAL LTDA
1615,3497916000197,LABELPRESS INDUSTRIA E COMERCIO DA AMAZONIA LTDA.
1616,17598274000127,LEONARDO SILVA VIEIRA
1666,20982289000107,ABERTURA SIMPLES DIGITAL LTDA
1667,4003780000184,ABTM EMPREENDIMENTOS LTDA
1668,19690740000125,AGENCIA FASTWAY LTDA
1674,32226272000109,AUDAX DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE LTDA
1678,29049388000105,BPO INNOVA SP PROCESSAMENTO DE DADOS LTDA
1679,21438434000148,BR CONECTA LTDA
1680,16614009000122,CARE ASSISTENCIA 24 HORAS EIRELIRE
1622,14432857000195,MAIS ELA COMERCIO DE PRODUTOS PESSOAIS LTDA
1670,42882386000152,AMIGO CONNECTING LTDA
1686,37357079000112,DFT COM. E SERVICOS ESPECIALIZADOS HVAC LTDA
1687,18263550000169,DIVISIO SISTEMAS ON-LINE LTDA
1688,42169781000192,DW CONSULTORIA E CORRETORA DE SEGUROS LTDA
1689,29023506000106,EGE SOLUCOES LTDA
1690,19888040000140,EXTREME PRINT COMUNICACAO VISUAL EIRELI
1693,15524030000174,GET COMMERCE PLATAFORMA DE VENDAS ONLINE LTDA
1676,6943073000101,BOOK PLAY COMERCIO DE LIVROS LTDA
1696,23952060000100,GOAKIRA CONSULTORIA EMPRESARIAL LTDA
1697,7385089000109,GP EMISSAO INSTANTANEA E GESTAO DE DOCUMENTOS LTDA
1699,14672412000182,H&L PROMOCAO E MAO DE OBRA TEMPORARIA LTDA
1706,58317751000469,LOCALFRIO S.A. ARMAZENS GERAIS FRIGORIFICOS.
1708,13182800000112,LOLDESIGN SOLUCOES WEB LTDA
1710,10670854000139,LUIS CARLOS BESSA TRANSPORTES EIRELI
1639,9013155000137,RAMOS CORRETORA DE SEGUROS LTDA
1711,29880649000126,LUMIERE ASSESSORIA E SERVICOS LTDA
1712,20026139000111,LUMMERTZ IMOVEIS LTDA
1714,9008151000160,MINUTRADE MARKETING LTDA
1643,14850628000190,SELL UP SERVICOS DE TECNOLOGIA LTDA
1644,11746661000187,SENA SUPORTE E SERVICOS EM INFORMATICA LTDA
1645,9071049000100,SENIOR CONSULTING EIRELI
1646,23634794000221,SENIOR NOROESTE PAULISTA SISTEMAS DE GESTAO LTDA
1715,11272329000128,MOBI ALL TECNOLOGIA S.A
1717,82891805000137,PATRIMONIAL SEGURANCA LTDA
2053,33819427000175,ELLOX DIGITAL LOGISTICS SA
1720,10770396000100,PRESTUS LTDA
1721,21709948000190,PRODUSLOG - SERVICOS DE APOIO AS EMPRESAS EIRELI
1722,12782974000153,QI MARKETING DIRETO LTDA
1723,34046333000173,QUANTO MAIS SOLUCOES EM TECNOLOGIA LTDA
1724,17323862000158,RAFAEL RAMOS DA SILVA EIRELI
1655,9331245000176,TOTALIT SOLUTIONS SISTEMAS DE INFORMATICA E TREINAMENTOS LTDA
1725,12632349000125,RANNY ENGENHARIA LTDA
1657,7286930000100,UNO SERVICOS EM TECNOLOGIA LTDA
1727,31665387000129,ROX PARTNER SERVICOS E CONSULTORIA DE INFORMATICA LTDA
1659,21314601000149,W. A. FRANCHISING LTDA
1660,43473067000156,WE DEV STUDIO LTDA
1729,31581567000122,SERVICO SOCIAL PATRONAL DE GOIAS
1731,11140448000127,SOARES DOS REIS & ADVOGADOS ASSOCIADOS
1732,18359268000180,SOCIALCONDO DESENVOLVIMENTO DE SOFTWARE LTDA
1734,27797739000122,SOS PDV PROMOCOES EIRELI
1737,13042274000195,T2 SOFTWARE S.A
1738,30653608000186,TAEDDA SOLUCOES CORPORATIVAS E TREINAMENTO EIRELI
1739,6981100000122,TGL CONSULTORIA ADMINISTRACAO E CORRETAGEM DE SEGUROS LTDA
1742,32475607000114,ULEND GESTAO FINANCEIRA LTDA
1746,7774077000168,VERDANATECH COMERCIO E SERVICOS DE INFORMATICA LTDA
1747,27501219000120,VERSATIL EMPRESA DE IDIOMAS LTDA
1671,5231644000104,AR PROJETO AMBIENTAL LTDA
1748,783967000197,VERTI ADMINISTRACAO EIRELI
1749,26914386000130,VSX CORRETORA DE SEGUROS LTDA
1750,28873397000145,WEBI AGENCIA DE MARKETING DIGITAL EIRELI
1675,9511907000190,AYTY CRM BPO E SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA
1756,33737219000127,ACS SUPORTE E SUSTENTACAO EM INFORMATICA LTDA
1757,43187914000116,ALBERTONI E SCHMIDT NEGOCIOS DIGITAIS LTDA
1758,24736067000157,ALLURE CAPITAL - AGENTES AUTONOMOS DE INVESTIMENTOS LTDA
1760,4432182000120,AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS EIRELI
1761,80745532000197,ANAGE IMOVEIS LTDA
1762,20507505000154,ARC AR COMPRIMIDO LTDA
1763,30481726000154,B.I INOVACOES TECNOLOGICAS LTDA
1683,30500715000174,CORPBROKERS CORRETORA DE SEGUROS EIRELI
1766,18809336000165,CARDOSO E LINS SERVICOS DOMESTICOS LTDA
1769,79263174000105,CERES - CENTRO REGIONAL DE ESTUDOS LTDA
1772,25106831000173,CONDOMINIO CERTO ASSESSORIA E ADMINISTRACAO LTDA
1775,38314072000186,CREATIVE TWO FILMES PRODUTORA DE VIDEO LTDA
1776,32320266000108,CRUCIAL MKT DIGITAL VENDAS CORRETAGEM E MARKETING LTDA
1777,3658136000181,DJ COMUNICACOES E EXPLORACAO DE SERVICOS DE RADIODIFUSAO LTDA
1780,71225700000122,ECX CARD ADMINISTRADORA E PROCESSADORA DE CARTOES S/A
1782,22274019000169,F.L.ALVES ELETRONICOS
1783,33455712000154,FARM CONNECTION CONSULTORIA AGRICOLA LTDA
1789,21798295000163,GUARNIERI ENGENHARIA E CONSULTORIA LTDA
1790,13345286000199,GWX INVESTIMENTOS SOCIEDADES DE AGENTES AUTONOMOS DE INVESTIMENTOS SS LTDA
1795,14700294000179,INOUTWAY SOFTWARE LTDA
1797,13895778000158,JB3 AGENTE AUTONOMO DE INVESTIMENTOS SS LTDA
1801,21099469000108,KAIZEN MARKETING DIGITAL LTDA
1802,27175913000103,KLEBBER RODRIGO PINTO
1807,12578221000120,MAGICA MARKETING E SERVICOS LTDA.
1808,38148817000184,MEGA SOLUCOES TECNOLOGICAS LTDA
1809,12504971000158,MIDIAPLACE PUBLICIDADE LTDA
1811,9211360000107,NELSON HEUSI LOGISTICA E ARMAZENS GERAIS LTDA
1812,44580370000110,NEXT BRAND LTDA
1814,35790039000134,OCF INFORMATICA LTDA
1818,30819927000119,PICODE COMERCIO E ENSINO DE ROBOTICA LTDA
1820,4283582000111,R. R. SOARES INFORMATICA
1825,26651811000146,RR FACIL AUTOMACAO LTDA
1826,21221963000195,SANTOS NEGOCIOS IMOBILIARIOS LTDA
1827,32259287000165,SATYA SERVICOS FINANCEIROS SA
1829,4287754000559,SEGER COMERCIAL IMPORTADORA E EXPORTADORA S.A.
1831,4966359000179,SIGA CRED ADMINISTRADORA LTDA
1835,38484651000177,SOULROCKET MARKETING GESTAO E TECNOLOGIA LTDA
1837,41862828000136,SVC CONSULTORIA EM LICITACOES E PREGOES LTDA
1838,14167921000158,TALWEG SERVICOS TECNICOS AMBIENTAIS EIRELI
1839,24498622000150,TOZI IMOVEIS E EMPREENDIMENTOS IMOBILIARIOS LTDA
1716,34787347000148,NOVO CERTIFICADO DIGITAL EIRELI
1840,28577964000116,V4 COMPANY MARKETING LTDA.
1844,7740099000107,VIACAO MINAS GERAIS LTDA
1845,33084795000112,WE DEV GROUP LTDA
1846,18803842000147,WORKDB TECNOLOGIA EIRELI
1847,12551922000176,ABILITY ODONTOLOGIA LTDA
1850,4205581000159,ALIANCA TRADUCOES E COMUNICACOES LTDA
1853,35414700000107,ATIVA ANTECIPACAO DE RECEBIVEIS S.A
1854,6198189000155,BARRETO & BARRETO STUDIO LTDA.
1857,5809591000166,BR CAPTURA - EMPRESA BRASILEIRA DE REDE DE CAPTURA S.A
1860,395228000128,"CPD CONSULTORIA, PLANEJAMENTO E DESENVOLVIMENTO DE SISTEMAS LTDA"
1861,12104320000170,CRYAH AGENCIA DIGITAL LTDA
1862,12668093000106,DB2 INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO LTDA
1863,15304440000100,E-SAFER CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA
1864,6910661000130,ECOLABEL ROTULOS E PRODUTOS DECORADOS EIRELI
1865,25003372000100,ECOPETRO AMBIENTAL EIRELI
1867,20883448000108,ETA PROJETO AMBIENTAL EIRELI
1868,17964027000105,EXACTAWORKS CONSULTORIA LTDA.
1871,29081265000143,G2L LOGISTICA LTDA
1876,1305124000148,ICATU BRASIL SERVICOS LTDA
1879,23411825000102,INSTITUTO MONTEIRO LTDA.
1880,86703337000180,INTEROP INFORMATICA LTDA
1881,30545418000145,IRIS INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA.
1882,19652495000161,JCSOFT CERTIFICADOS LTDA.
1888,17409294000102,LL CORRETORA DE SEGUROS LTDA
1741,9031864000145,TOP GLOBAL ASSESSORIA ADUANEIRA LTDA.
1891,11123412000135,MANHATTAN PRIME AGENTES AUTONOMOS DE INVESTIMENTOS LTDA
1743,41033707000181,UNIONTEC GESTAO EMPRESARIAL LTDA
1892,68312032000166,MICROAMBIENTAL LABORATORIO COMERCIO E SERVICOS EM AGUA LTDA.
1745,10766628000156,V. VILIAN LOPES REBELLO EIRELI
1894,27471166000142,"MOONEY EDUCACAO FINANCEIRA, CONSULTORIA E SERVICOS DE TECNOLOGIA LTDA"
1899,10812693000170,PACTO TELECOMUNICACOES LTDA
1900,14630124000165,PAGBRASIL PAGAMENTOS ELETRONICOS LTDA.
1901,18683549000193,PASTOREASSIST ASSISTENCIA EM AQUISICAO DE BENEFICIOS LTDA
1905,27416558000109,PIER CLOUD CONSULTORIA EIRELI
1906,2452703000186,PROFIT ENGENHARIA E CONSULTORIA LTDA
1569,8000185000146,ACCOUNTANCY CONTABILIDADE E CONSULTORIA LTDA
1918,82604042000104,TRANSVILLE TRANSPORTES E SERVICOS LTDA
1919,11486771000157,UNICONTROL CONTROLE DE PRAGAS LTDA.
1920,36540979000138,UNIMED COSTA VERDE RJ
1921,37258506000105,UNIMED GOIANIA CORRETORA DE SEGUROS LTDA
1923,32325204000199,VARSIS ITS TECNOLOGIA LTDA
1925,2598002000150,VIP SERVICOS GERAIS LTDA
1927,23921138000129,YANKTON SERVICOS DE INFORMATICA EIRELI
1930,20655264000190,A E R INSTALACAO E MANUTENCAO DE EQUIPAMENTOS LTDA
1931,9099038000138,AGILIZA ADMINISTRADORA DE RECEBIVEIS LTDA
1932,20956099000107,ALENAR SERVICOS COMBINADOS DE ESCRITORIO EIRELI
1934,12222426000179,ARS EXPRESS LTDA
1935,27805836000110,ARVUT MEIO AMBIENTE LTDA.
1937,36243599000131,AXPR VALVE SCIENCE DISTRIBUICAO E MANUTENCAO INDUSTRIAL LTDA
1943,27828552000149,CASHPRO SECURITIZADORA S.A.
1944,37370840000156,CATARINA CAPITAL CONSULTORIA E GESTAO LTDA
1945,6997098000180,CENTRO OCUPACIONAL N. H. LTDA
1946,13750503000126,CIRAG IMOBILIARIA LTDA
1949,10535062000151,COZEX DESENVOLVIMENTO GERENCIAL LTDA
1950,14648036000190,CP&N CONSULTORIA PROCESSOS & NEGOCIOS LTDA
1955,21240537000107,EGUINARD DE CARVALHO PORTELA NETO EIRELI
1773,1066625000208,CONEXAO AGRICOLA COMERCIO E REPRESENTACAO LTDA
1958,32339110000179,FRANCISCO CESAR DE ALENCAR ASSESSORIA EM MARKETING LTDA
1959,5395607000131,GENESES CONSULTING COMERCIO E ASSESSORIA EIRELI
1961,11351318000133,GNC ASSESSORIA ADUANEIRA LTDA
1962,10882812000161,GONUBE TECNOLOGIA LTDA
1778,8803644000120,"E2 COMERCIO, SERVICOS E REPRESENTACOES LTDA"
1779,21676263000195,EAS-CORRETORA DE SEGUROS EIRELI
1963,8288515000140,GRAFICA E EDITORA REVELACAO LTDA
1964,25157020000100,GRUV - COMUNICACAO E MODA LTDA
1968,17311009000116,INDIO DA COSTA ASSOCIADOS LTDA
1971,8172815000160,KRUEGER ASSESSORIA DE IMPORTACAO E EXPORTACAO LTDA
1972,12564086000164,KUMULUS SERVICOS EM CLOUD COMPUTING E DATABASE LTDA
1973,26650141000143,KVM TERCEIRIZACAO EM TECNOLOGIA LTDA
1974,4589559000150,LABBO LOCACAO DE PROGRAMAS DE COMPUTADORES LTDA
1975,21825130000133,LEANDRO ROCHA DE SALES
