cnpj,filtro1,agendamentos,vendas,cadencias,workflows,searching,ligacoes,whatsapp,buscador,exact_club,mkt,crm
08824192000162,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
08825897000102,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08832583000129,1.0,0.0,0.0,1.0,3,0.0,0.0,False,0.0,False,False,False
08836659000194,1.0,0.0,232.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08861901000180,1.0,0.0,0.0,2.0,2,0.0,0.0,False,0.0,False,False,False
08866500000112,1.0,24.0,11.0,1.0,2,5.0,209.0,False,1.4,False,False,False
08871322000118,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
08879628000110,2.0,50.0,151.0,1.0,3,0.0,9865.0,False,0.0,False,False,False
08883490000123,1.0,0.0,0.0,0.0,4,0.0,0.0,False,0.0,False,False,False
08887880000171,1.0,0.0,3.0,0.0,2,0.0,0.0,False,0.0,False,False,False
08888945000101,1.0,0.0,0.0,4.0,0,0.0,0.0,False,0.0,False,False,False
08889084000178,79.0,9.0,6.0,0.0,1,16.0,15.0,False,0.0,False,False,False
08889318000187,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
08891108000123,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08892388000194,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08899125000107,116.0,66.0,46.0,0.0,12,0.0,0.0,False,0.0,False,False,False
08899125000107,116.0,66.0,46.0,0.0,12,0.0,61.0,False,0.0,False,False,False
08902203000185,2.0,926.0,102.0,0.0,2,0.0,0.0,False,0.0,False,True,False
08902203000185,2.0,926.0,102.0,0.0,2,0.0,0.0,True,0.0,False,True,False
08902203000185,2.0,926.0,102.0,0.0,2,0.0,1099.0,False,0.0,False,True,False
08902203000185,2.0,926.0,102.0,0.0,2,0.0,1099.0,True,0.0,False,True,False
08905215000163,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
08917570000152,2.0,94.0,50.0,3.0,30,663.0,0.0,False,0.0,False,False,False
08917570000152,2.0,94.0,50.0,3.0,30,663.0,1.0,False,0.0,False,False,False
08924662000160,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08927262000108,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
08935404000189,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08936876000156,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08940091000157,1.0,30.0,3.0,0.0,2,568.0,5306.0,False,0.0,False,True,True
08940950000108,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08946181000155,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08948346000128,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08958058000154,2.0,18.0,2.0,0.0,10,0.0,0.0,False,0.0,False,False,False
08958058000154,2.0,18.0,2.0,0.0,10,0.0,2286.0,False,0.0,False,False,False
08965710000168,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
08967120000174,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08967595000160,1.0,0.0,0.0,4.0,7,0.0,0.0,False,0.0,False,False,False
08971237000121,1.0,0.0,0.0,1.0,1,0.0,0.0,False,0.0,False,False,False
08977401000108,1.0,0.0,0.0,1.0,4,24.0,177.0,False,0.0,False,False,False
08981461000102,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
08989264000121,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
08990948000143,1.0,0.0,0.0,1.0,10,0.0,0.0,False,0.0,False,False,False
08996858000160,1.0,0.0,0.0,3.0,4,0.0,0.0,False,0.0,False,False,False
09000729000132,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09002711000170,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09006473000170,6.0,1.0,3.0,1.0,1,0.0,0.0,False,0.0,False,False,False
09006929000100,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09008151000160,1.0,1.0,1.0,2.0,3,10.0,4.0,False,0.0,False,True,True
09008497000169,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09013057000108,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09013155000137,1.0,25.0,2.0,2.0,2,0.0,8542.0,False,0.0,False,False,False
09016513000165,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09031864000145,35.0,9.0,3.0,2.0,0,0.0,1652.0,False,0.0,False,False,False
09037118000169,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09049714000169,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09055998000104,1.0,357.0,118.0,0.0,1,177.0,4640.0,False,0.0,False,False,False
09056346000186,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09057071000103,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09058270000128,1.0,0.0,0.0,75.0,2,0.0,0.0,False,0.0,False,False,False
09060637000148,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09064041000116,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09067820000175,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09071049000100,2.0,40.0,5.0,0.0,0,740.0,0.0,False,0.0,False,False,False
09071049000100,2.0,40.0,5.0,0.0,0,740.0,852.0,False,0.0,False,False,False
09092708000194,1.0,18.0,19.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09094300000151,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09094959000108,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09097495000193,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09099038000138,1.0,0.0,0.0,2.0,5,37.0,468.0,False,0.0,False,False,False
09099400000170,52.0,32.0,36.0,1.0,3,0.0,1.0,False,0.0,False,False,False
09107109000105,1.0,0.0,1.0,1.0,7,0.0,0.0,False,0.0,False,False,False
09107739000171,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09107908000173,1.0,5.0,7.0,0.0,3,2495.0,4278.0,False,0.0,False,False,False
09113843000179,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09115335000120,2.0,0.0,0.0,0.0,9,36.0,0.0,False,0.0,False,False,False
09115335000120,2.0,0.0,0.0,0.0,9,36.0,72.0,False,0.0,False,False,False
09132090000149,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09134330000144,1.0,0.0,0.0,0.0,3,0.0,0.0,False,0.0,False,False,False
09141751000100,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09144952000153,1.0,0.0,0.0,0.0,11,0.0,0.0,False,0.0,False,False,False
09146986804,1.0,0.0,0.0,0.0,5,0.0,0.0,False,0.0,False,False,False
09147894000111,2.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09154984000130,1.0,0.0,0.0,0.0,4,0.0,0.0,False,0.0,False,False,False
09156285000129,1.0,4.0,0.0,7.0,4,245.0,91.0,True,27.4,False,False,False
09156285000129,1.0,4.0,0.0,7.0,4,245.0,91.0,False,27.4,False,False,False
09157542000147,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09163120000184,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09168425000189,2.0,0.0,0.0,2.0,5,0.0,0.0,False,0.0,False,False,False
09168506000189,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09172241000192,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09177245000163,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09177771000123,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09180435000130,1.0,0.0,0.0,0.0,3,0.0,0.0,False,0.0,False,False,False
09196253000157,1.0,4.0,20.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09196317000381,1.0,8.0,6.0,0.0,5,52.0,7.0,False,0.0,False,False,False
09200447000189,1.0,0.0,0.0,1.0,3,0.0,0.0,False,0.0,False,False,False
09203211000104,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09211360000107,6.0,333.0,270.0,0.0,4,0.0,26282.0,False,0.0,False,False,True
09211360000107,6.0,333.0,270.0,0.0,4,0.0,4791.0,False,0.0,False,False,True
09211360000107,6.0,333.0,270.0,0.0,4,0.0,6868.0,False,0.0,False,False,True
09211360000107,6.0,333.0,270.0,0.0,4,0.0,2723.0,False,0.0,False,False,True
09211360000107,6.0,333.0,270.0,0.0,4,0.0,974.0,False,0.0,False,False,True
09213892000183,1.0,80.0,23.0,6.0,11,0.0,1075.0,True,0.0,False,True,False
09215491000162,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09226968969,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09227498000102,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09227649000114,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09234851000173,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09236362000150,2.0,295.0,68.0,1.0,11,124.0,0.0,False,0.0,False,False,False
09236362000150,2.0,295.0,68.0,1.0,11,124.0,7799.0,False,0.0,False,False,False
09237542000157,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09242259000113,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09245885000163,1.0,0.0,0.0,9.0,1,0.0,0.0,False,0.0,False,False,False
09246474000192,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09250921000500,1.0,0.0,0.0,1.0,3,0.0,0.0,False,0.0,False,True,False
09251630000103,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09252701000192,1.0,0.0,0.0,0.0,4,0.0,0.0,False,0.0,False,False,False
09257587000193,155.0,22.0,0.0,1.0,4,0.0,0.0,False,0.0,False,False,False
09260731000140,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09262527000169,429.0,47.0,6.0,1.0,2,356.0,346.0,False,0.0,False,False,False
09268976000114,4.0,72.0,2.0,1.0,2,0.0,0.0,False,0.0,False,False,False
09268976000114,4.0,72.0,2.0,1.0,2,0.0,133.0,False,0.0,False,False,False
09275826000138,1.0,0.0,0.0,2.0,0,0.0,0.0,False,0.0,False,False,False
09276674000198,1.0,1.0,0.0,0.0,2,41.0,505.0,False,0.0,False,True,True
09277651000106,1.0,0.0,0.0,0.0,3,0.0,0.0,False,0.0,False,False,False
09278222000145,1.0,0.0,2.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09278551000196,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09284196000168,1.0,0.0,0.0,2.0,2,0.0,0.0,False,0.0,False,False,False
09298828000142,132.0,154.0,153.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09300653000160,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09303516000180,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09305570000164,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09306228000189,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09321296000117,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09330128000198,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09331245000176,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09331575000161,2.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09331830000176,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09340979000111,1.0,1.0,0.0,2.0,7,2638.0,0.0,False,0.0,False,False,False
09341148000164,1.0,0.0,0.0,1.0,0,0.0,0.0,False,0.0,False,False,False
09341426000183,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09343398000133,1.0,0.0,0.0,1.0,0,0.0,0.0,False,0.0,False,False,False
09350434000196,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09359328000173,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09362098000100,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09363632000194,2.0,0.0,1.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09370715000100,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09373798000191,1.0,140.0,105.0,1.0,5,0.0,1808.0,False,0.0,True,False,False
09376370000100,1.0,0.0,0.0,0.0,4,7.0,3.0,False,11.4,False,False,True
09385277000154,1.0,27.0,3.0,0.0,3,504.0,566.0,False,0.0,False,False,False
09386739000158,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09390482000108,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09390540000101,1.0,0.0,0.0,0.0,13,0.0,0.0,False,0.0,False,False,False
09397002000130,2.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09397945000163,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09408716000105,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09410417000105,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09411312000162,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09414563000109,1.0,0.0,0.0,1.0,0,0.0,0.0,False,0.0,False,False,False
09420283000103,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09420486000191,1.0,0.0,0.0,0.0,5,0.0,0.0,False,0.0,False,False,False
09422275000198,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09424015000151,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09426633000130,2.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09438627000101,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09439356000109,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09445548000110,3250.0,3146.0,330.0,0.0,9,0.0,12357.0,False,0.0,False,False,False
09451699000180,1.0,0.0,0.0,3.0,0,0.0,0.0,False,0.0,False,False,False
09452446000121,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09452853000139,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,True
09452900000144,1.0,0.0,0.0,2.0,2,10.0,0.0,False,0.0,False,False,False
09454434000136,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09454624000153,1.0,1.0,0.0,2.0,4,220.0,119.0,False,1.6,False,False,False
09456722000120,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09467321000175,1.0,0.0,0.0,2.0,1,0.0,0.0,False,0.0,False,False,False
09467919000164,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09469924000106,1.0,20.0,5.0,5.0,7,309.0,1883.0,False,0.0,False,True,False
09474329000169,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09480614000192,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09489216000137,1.0,0.0,0.0,0.0,3,0.0,0.0,False,0.0,False,False,False
09492015000270,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09492725000119,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09496038000171,1.0,86.0,0.0,0.0,3,0.0,653.0,False,0.0,False,True,True
09504672000109,1.0,9.0,0.0,0.0,2,10.0,2271.0,False,3.4,False,False,False
09504718000190,1.0,2.0,1.0,0.0,6,0.0,9.0,False,5.6,True,True,True
09511907000190,5930.0,2376.0,156.0,200.0,3,20.0,22.0,False,0.0,False,False,False
09511907000190,5930.0,2376.0,156.0,200.0,3,20.0,783.0,False,0.0,False,False,False
09517682000189,1.0,0.0,0.0,1.0,4,77.0,1449.0,False,0.0,False,False,False
09520219000196,1.0,101.0,20.0,0.0,6,3569.0,737.0,False,0.0,False,True,True
09521123000142,1.0,0.0,0.0,1.0,3,0.0,0.0,False,0.0,False,False,False
09530264000121,1.0,3.0,0.0,0.0,2,893.0,0.0,False,0.0,False,True,False
09536120000182,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09538744000139,1.0,0.0,0.0,0.0,7,217.0,1.0,False,0.0,False,False,False
09546886000148,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09555075000103,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09555387000117,1.0,2.0,3.0,1.0,5,10.0,22.0,False,8.6,False,False,False
09559739000102,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09564486000165,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09569553000134,1.0,0.0,0.0,0.0,3,0.0,0.0,False,0.0,False,False,False
09570403000140,4981.0,1207.0,109.0,1.0,1,20.0,11262.0,False,0.0,False,False,False
09573540000139,13963.0,11008.0,6597.0,1.0,8,0.0,12.0,False,0.0,False,False,False
09574379000118,1.0,15.0,6.0,0.0,4,169.0,822.0,False,0.6,False,False,False
09583240000130,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
09583713000108,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09584711000125,1.0,172.0,2.0,12.0,5,26.0,9173.0,False,0.0,False,False,False
09585330000160,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09585929000102,1.0,577.0,35.0,0.0,3,733.0,19385.0,False,7.6,False,True,False
09589071000146,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09589675000192,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09600519000185,1.0,0.0,0.0,0.0,4,3.0,154.0,False,0.2,False,False,False
09600531000190,1.0,0.0,0.0,0.0,10,0.0,0.0,False,0.0,False,False,False
09605208000109,1.0,0.0,0.0,2.0,6,0.0,0.0,False,0.0,False,False,False
09605228000180,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09621776000101,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09624235000129,1.0,15.0,3.0,0.0,4,1.0,717.0,False,0.6,False,False,False
09624965000120,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09625361000106,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09630927000180,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09636008000113,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09637852000169,2.0,0.0,2.0,1.0,2,0.0,0.0,False,0.0,False,False,False
09643027000177,1.0,3.0,0.0,0.0,8,7.0,0.0,False,0.2,False,False,False
09644163000181,1.0,0.0,0.0,1.0,4,0.0,0.0,False,0.0,False,False,False
09649446000116,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09651259000177,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09654072000127,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09655942000182,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09666213000121,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09687900000123,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
09722492000101,1.0,0.0,0.0,2.0,0,0.0,0.0,False,0.0,False,False,False
09814620000139,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09831033000158,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
09912574000100,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10000010722640,2.0,120.0,14.0,0.0,30,0.0,0.0,False,0.0,False,False,False
10000010722640,2.0,120.0,14.0,0.0,30,0.0,12421.0,False,0.0,False,False,False
10144211000151,1.0,5.0,0.0,0.0,3,0.0,208.0,False,0.0,False,False,False
10144880000123,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10145553000196,1.0,5.0,5.0,1.0,2,0.0,2.0,False,0.0,False,False,False
10193580000134,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
10198598000129,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
10220299000143,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
10221986000183,6744.0,2102.0,414.0,2.0,2,0.0,31550.0,False,0.0,False,False,False
10221986000183,6744.0,2102.0,414.0,2.0,2,0.0,33769.0,False,0.0,False,False,False
10224919000112,2.0,0.0,0.0,1.0,2,0.0,0.0,False,0.0,False,True,False
10226329000129,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
10226725000156,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
10226996000101,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10227881000131,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.2,False,False,False
10228279000119,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10229548000161,1.0,0.0,0.0,3.0,5,0.0,0.0,False,0.0,False,False,False
10233563000183,591.0,139.0,0.0,0.0,10,0.0,4529.0,False,0.0,False,False,False
10233775000160,24.0,88.0,5.0,2.0,1,0.0,141.0,False,0.0,False,False,False
10233775000160,24.0,88.0,5.0,2.0,1,0.0,4965.0,False,0.0,False,False,False
10238044000108,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10238563000176,1.0,0.0,0.0,0.0,5,0.0,0.0,False,0.0,False,False,False
10240102000138,1.0,0.0,0.0,0.0,3,0.0,0.0,False,0.0,False,False,False
10246974000103,1.0,0.0,0.0,0.0,2,0.0,0.0,False,0.0,False,False,False
10268911000158,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10271751000104,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10274805000187,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10278370000149,1.0,0.0,0.0,0.0,4,0.0,0.0,False,0.0,False,False,False
10279931000124,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
10281505000125,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10289422000182,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10289713000170,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10297864000170,1.0,1.0,0.0,1.0,2,2102.0,0.0,False,0.0,False,True,False
10299289000145,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10300018000162,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10303494000137,152.0,135.0,13.0,1.0,4,0.0,28.0,False,0.0,False,False,False
10303644000102,356.0,16.0,3.0,0.0,6,640.0,2233.0,False,0.0,False,False,False
10310796000132,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10313289000152,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10314943000142,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10316083000186,1.0,0.0,0.0,1.0,1,0.0,0.0,False,0.0,False,False,False
10318701000127,1.0,0.0,0.0,0.0,1,290.0,253.0,False,0.0,False,False,False
10319997000109,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10321542000110,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10322609000130,1.0,0.0,0.0,0.0,3,0.0,0.0,False,0.0,False,False,False
10328740000105,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10329701000122,1.0,0.0,0.0,0.0,2,0.0,12.0,False,0.0,False,False,False
10331901000110,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
10333971000107,1.0,0.0,0.0,0.0,1,0.0,0.0,False,1.6,False,False,False
10336886000100,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10340101000165,1.0,17.0,3.0,4.0,5,892.0,1873.0,False,0.0,False,False,True
10341742000134,1.0,17.0,21.0,1.0,1,0.0,2595.0,False,0.0,False,True,True
10345806000175,1.0,1.0,0.0,2.0,8,24.0,195.0,False,0.8,False,False,False
10347407000143,4.0,1175.0,2660.0,14.0,26,0.0,0.0,False,0.2,True,True,False
10347407000143,4.0,1175.0,2660.0,14.0,26,0.0,824.0,False,0.2,True,True,False
10347407000143,4.0,1175.0,2660.0,14.0,26,0.0,142775.0,False,0.2,True,True,False
10347407000143,4.0,1175.0,2660.0,14.0,26,0.0,24843.0,False,0.2,True,True,False
10348741000111,1.0,7.0,1.0,0.0,4,38.0,9.0,False,0.4,False,False,False
10353029000100,1.0,59.0,4.0,3.0,20,691.0,3957.0,False,2.4,False,False,False
10353098000114,1316.0,417.0,105.0,0.0,1,1488.0,10831.0,False,0.0,False,False,False
10353107000258,1.0,0.0,4.0,2.0,4,1634.0,1.0,False,0.0,False,False,False
10353393000170,1.0,0.0,0.0,2.0,0,0.0,0.0,False,0.0,False,False,False
10356539000131,102.0,96.0,5.0,0.0,1,0.0,2779.0,False,0.0,False,False,False
10362613000122,1.0,2.0,0.0,0.0,2,562.0,0.0,False,0.0,False,False,False
10363084000181,1.0,32.0,1.0,11.0,8,110.0,1000.0,False,0.4,False,False,False
10374179000109,1.0,0.0,0.0,0.0,3,2.0,0.0,False,0.2,False,False,False
10375040000171,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10376190000108,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10378876000120,1.0,0.0,0.0,0.0,4,0.0,0.0,False,0.0,False,False,False
10389213000100,10.0,9.0,2.0,2.0,9,0.0,1597.0,False,0.0,False,False,False
10392588000120,1.0,0.0,0.0,1.0,0,0.0,0.0,False,0.0,False,False,False
10394638000108,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10398382000107,1.0,0.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
10407979000170,1.0,0.0,0.0,1.0,0,0.0,0.0,False,0.0,False,False,False
10410172000197,1.0,0.0,0.0,2.0,1,0.0,0.0,False,0.0,False,False,False
10412277000185,460.0,460.0,0.0,0.0,1,0.0,0.0,False,0.0,False,False,False
10412479000127,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10414615000118,2.0,0.0,0.0,1.0,13,0.0,0.0,False,0.0,False,False,False
10414615000118,2.0,0.0,0.0,1.0,13,0.0,38.0,False,0.0,False,False,False
10425636000139,1.0,10.0,1.0,0.0,3,147.0,922.0,False,0.0,False,False,False
10426136000111,1.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,False,False,False
10441309000170,1.0,4.0,5.0,1.0,17,394.0,1055.0,False,0.0,False,False,False
10444860000178,1.0,0.0,0.0,1.0,1,0.0,0.0,False,0.0,False,False,False
