Id Spotter,CNPJ,Razão Social,Status,Data base,Data churn,LT (Meses),MRR Inicial,MRR Total (Atual),Spotter (R$),Comunicação (R$),Searching (R$),Exact Club (R$),Nº de Funcionarios Linkedin (Sobre),Nº funcionarios Conectados Linkedin,Link do LinkedIn,Porte (ajustado),Porte da Empresa segundo Receita Federal,Porte da Empresa segundo base de dados do Searching,Mercado,Sub setor,Leads em entrada,Agendamentos,Vendas,Cadencia ativa,Workflow ativo,Atividades concluidas,Numero de usuáros,Integração Inbound,Integração CRM,Minutos telefonia,Origem,Upsell (Sim / Não),Upsell (Nº),Upsell (R$),Downsell (Sim/Não),Downsell (Nº),Downsell (R$),Tipo de contrato,CNPJ
11764,18.466.149/0001-26,GFBR SERVICOS E NEGOCIOS LTDA,Churn,01/02/2022,07/07/2022,5,"6535,15","6535,15",,,,,51-200,85,https://www.linkedin.com/company/grupo-fiscal-do-brasil/?originalSubdomain=br,Middle,DEMAIS,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,"190,5","12,33333333",1,0,22,"1057,666667",16,,PipeDrive,317,EventodeTerceiros,Não,0,0,,,,Validar,18466149000126
11765,07.119.333/0001-83,SIGMA ASSESSORIA E CONTABILIDADE LTDA,Ativo,01/02/2022,,9,917,858,759,99,0,,11-50,14,https://www.linkedin.com/company/sigma-gerenciamento-de-projetos/about/,Small,,,,,0,"2,6","1,25",0,16,"98,4",4,,,"322,6666667",CoMKTConteúdo,Não,0,0,,,,,7119333000183
11795,19.155.873/0001-00,IDS IDENTIDADE DIGITAL SOLUÇOES LTDA,Ativo,01/01/2022,,10,"2103,9","2103,9",1485,"49,9",569,,Não Tem,14,https://www.linkedin.com/company/sao-paulo-certificacao-digital/about/,Small,ME,ME,Serviços - Administrativos e serviços complementares,,0,"8,333333333","2,6",28,16,"2557,428571",31,,,88,BDR,Não,0,0,Sim,1,300,Validar,19155873000100
11796,40.344.893/0001-07,P2D EDUCACAO LTDA,Ativo,26/01/2022,,9,"2696,4","2696,4",,,,,1001-5000,634,linkedin.com/company/arcoeducacao/?originalSubdomain=br,Big,DEMAIS,DEM,Serviços - Educação B2C,,"202,2857143","10,42857143",13,0,16,"195,4285714",43,RDStation,SalesForce,"502,75",ListasAtivas,Não,0,0,,,,Validar,40344893000107
11797,40.463.403/0001-91,HELEXIA BR LTDA,Ativo,01/02/2022,,9,"1517,4","1517,4","1048,5","49,9",419,,2-10,24,https://www.linkedin.com/company/helexia-brasil/about/,Small,DEMAIS,DEM,Gás e Energia,,0,"6,6","3,75",1,6,"5,333333333",15,,DynamicsOnline,0,Site,Não,0,0,,,,Validar,40463403000191
11813,16.689.651/0001-70,EMBALLERGE INDUSTRIA E COMERCIO DE PAPELÃO LTDA,Ativo,01/01/2022,,10,"1241,65","1241,65","873,75","248,9",119,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,Comércio de Bens de Consumo duráveis - Embalagens e Rótulos,,0,3,24,0,8,"241,4444444",6,,,"250,25",Anúncio,Não,0,0,Sim,1,100,Validar,16689651000170
11830,17.353.409/0001-94,EDUCO SERVIÇOS LTDA,Ativo,01/02/2022,,9,"3150,68","3122,49","2673,59","448,9",0,,Não Tem,Não Tem,Não Tem,Middle,DEMAIS,EMP,Software - Gestão Empresarial (ERP),,0,"84,125","4,5",0,4,"131,875",73,,,"861,75",CoMKTConteúdo,Sim,1,"471,81",Sim,1,500,Validar,17353409000194
11840,21.230.335/0001-76,DESTRA TECNOLOGIA LTDA,Churn,01/02/2022,09/12/2022,10,4198,4198,699,"548,9",0,3000,11-50,28,https://www.linkedin.com/company/licensesolutions/about/,Small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"12,875",0,3,8,"55,375",12,,,0,BDR,Sim,1,"49,9",,,,ANUAL,21230335000176
11842,19.097.645/0001-12,DIGITAL SOLVERS LTDA,Ativo,01/02/2022,,9,"1306,9","1026,9",759,"148,9",119,,2-10,15,https://www.linkedin.com/company/digital-solvers/people/,Small,DEMAIS,ME,Software - Marketing,,0,0,0,1,10,0,7,,,"16,5",BDR,Não,0,0,Sim,3,280,SEMESTRAL,19097645000112
11865,01.477.885/0001-87,TUBOS IPIRANGA INDÚSTRIA E COMÉRCIO LTDA.,Ativo,01/02/2022,,9,4058,"4606,65","948,75","657,9",0,3000,51-200,14,https://www.linkedin.com/company/tubos-ipiranga/about/,Middle,DEMAIS,GE,Indústrias da Transformação - Metalurgica,,"151,6666667",81,0,1,16,"992,875",53,,,401,ListasAtivas,Sim,2,"548,65",,,,SEMESTRAL,1477885000187
11871,04.283.582/0001-11,R R SOARES INFORMATICA,Churn,01/02/2022,14/06/2022,4,1114,1114,,,,,11-50,20,https://www.linkedin.com/company/rs-solutions-tech/about/,Small,EPP,ME,Serviços - Tecnologia da Informação,,0,"11,25",0,0,6,"332,6",7,,,"100,2",BDR,Não,0,0,,,,MENSAL,4283582000111
11872,43.721.026/0001-31,GIP MEDICINA DIAGNOSTICA,Churn,01/02/2022,18/09/2022,7,"1546,4","1546,4",,,,,201-500,937,https://www.linkedin.com/company/femme-laborat%C3%B3rio-da-mulher/people/,Big,DEMAIS,GE,Serviços - Prestação de serviço de saúde (B2C),,0,1,"4,25",4,8,"26,75",4,,,"57,75",ListasAtivas,Não,0,0,,,,Validar,43721026000131
11878,02.983.056/0001-39,AGAPE MODA COMERCIO INDUSTRIA DE VESTUARIO LTDA,Ativo,01/02/2022,,9,"3318,9","2849,9",2800,"49,9",0,,51-200,75,https://br.linkedin.com/company/agapemoda/about,Middle,ME,ME,Comércio de Bens de Consumo duráveis - Roupas e acessórios,,"1658,875","24,2",1,1,8,"922,5",29,RDStation,,0,ListasAtivas,Não,0,0,Sim,1,469,Validar,2983056000139
11891,83.892.174/0001-33,ORCALI SERVICOS DE LIMPEZA LTDA,Ativo,01/02/2022,,9,878,977,759,99,119,,5001-10000,628,https://www.linkedin.com/company/orcalisegurancaeservicos/?originalSubdomain=br,Big,DEMAIS,GE,Serviços - Administrativos e serviços complementares,,"26,75",34,0,2,18,"470,375",9,RDStation,RDStationCRM,91,BDR,Sim,1,99,,,,SEMESTRAL,83892174000133
11893,00.472.968/0001-10,Guia-se Consultoria em Negócios pela Internet Ltda,Churn,01/02/2022,21/08/2022,6,"1461,1","1461,1",,,,,201-500,140,https://www.linkedin.com/company/guiaseagenciadigital/about/,Middle,DEMAIS,EPP,"Serviços - Marketing, publicidade, design e produção",,0,5,0,0,2,"116,4",5,,,0,EventodeTerceiros,Não,0,0,,,,SEMESTRAL,472968000110
11122 - ,27.053.196/0001-39,Doctoralia Brasil Servicos Online e Software LTDA,Ativo,01/01/2021,,22,"1.398,00","5971,05","4514,25","1456,8",0,,201-500,315,www.linkedin.com/company/doctoralia-brasil/,Middle,,,,,0,0,0,0,0,0,0,,,0,EventodeTerceiros,Sim,9,"4573,05",,,,,27053196000139
11905,27.471.166/0001-42,"MOONEY EDUCACAO FINANCEIRA, CONSULTORIA E SERVICOS DE TECNOLOGIA LTDA",Churn,01/03/2022,07/05/2022,2,"1780,9","1780,9",,,,,11-50,23,linkedin.com/company/mooneyedu/about,Small,ME,ME,Serviços - Educação B2C,,0,0,1,0,6,0,7,,,0,ListasAtivas,Sim,1,1274,Sim,1,1274,Validar,27471166000142
11906,29.182.084/0001-03,FABULA TRANSMIDIA PRODUCAO DE VIDEO LTDA,Churn,01/03/2022,28/10/2022,7,5607,1107,,,,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,"Serviços - Marketing, publicidade, design e produção",,0,1,4,0,8,"77,5",10,,,113,EventodeTerceiros,Não,0,0,Sim,1,4500,SEMESTRAL,29182084000103
11909,53.237.962/0001-25,EMPRESA DE TRANSPORTES PAJUÇARA LTDA,Ativo,01/03/2022,,8,"2615,4","2994,9",2277,"248,9",469,,501-1000,402,https://www.linkedin.com/company/viapajucaratransportes?originalSubdomain=br,Big,DEMAIS,EMP,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"5,333333333",0,1,16,"18,25",17,,,"60,4",Indicação,Sim,1,"379,5",,,,Validar,53237962000125
11917,14.069.185/0001-03,"HOME AGENT TELESERVICOS, PROCESSOS DE ATENDIMENTO E NEGOCIOS S.A.",Churn,01/02/2022,25/09/2022,7,"4661,9","4661,9",,,,,201-500,357,https://www.linkedin.com/company/home-agent-s-a-/about/,Middle,DEMAIS,EPP,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"8,8",5,28,18,"5190,666667",13,,PipeDrive,"1,5",EventodeTerceiros,Sim,1,199,Sim,1,199,Validar,14069185000103
11918,37.153.549/0001-26,CYTES SOLUCOES TECNOLOGICAS S.A.,Ativo,01/02/2022,,9,1165,2359,1990,0,369,,11-50,3,https://www.linkedin.com/company/dyndo/about/,Small,DEMAIS,DEM,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"13,71428571","94,125",0,2,77,38,,RDStationCRM,0,Site,Sim,2,1194,,,,MENSAL,37153549000126
11936,84.683.481/0001-77,CIA LATINO AMERICANA DE MEDICAMENTOS,Ativo,01/03/2022,,8,"1164,9","1164,9",796,"49,9",319,,5001-10000,2082,https://www.linkedin.com/company/clamedfarmacias/,Big,DEMAIS,GE,,,0,4,0,0,8,"148,2857143",6,,,0,EventodeTerceiros,Não,0,0,,,,MENSAL,84683481000177
11944,35.237.838/0001-88,"MED SUL ASSISTENCIA, BENEFICIOS E TECNOLOGIA conta 2",Churn,01/01/2022,10/11/2022,10,5199,858,699,159,0,,51-200,2,https://www.linkedin.com/company/redemedsul/about/,Middle,,,,,"101,875","33,125","5,411764706",0,20,5,7,RDStation,RDStationCRM,"202,8571429",Site,Sim,2,858,,,,,35237838000188
11952,22.168.141/0001-50,ARKMEDS SOLUCOES TECNOLOGICAS,Ativo,01/03/2022,,8,"1847,5","2296,4","1747,5","448,9",100,,11-50,47,https://www.linkedin.com/company/arkmeds/about/,Small,EPP,ME,Software - Gestão Empresarial (ERP),,0,"39,125","1,5",4,12,"2127,142857",20,,,"975,5714286",BDR,Sim,3,"798,4",Sim,2,"449,5",Validar,22168141000150
11958,12.816.631/0001-62,SHOPHUB INTERMEDIACAO LTDA,Ativo,01/03/2022,,8,2687,3284,2985,0,299,,201-500,162,https://www.linkedin.com/company/vertem-ecosystem/,Middle,DEMAIS,ME,Software - Marketplace,,5,"55,4",1,0,8,"2832,8",33,,,0,EventodeTerceiros,Sim,1,597,,,,Validar,12816631000162
11961,22.787.954/0001-29,FERNANDO GIMENES DE OLIVEIRA,Churn,01/03/2022,11/11/2022,8,"1277,9","1277,9",759,"49,9",469,,11-50,11,https://www.linkedin.com/company/lamp-comunicacao/about/,Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,3,0,1,10,"72,66666667",4,Hubspot,,2,ListasAtivas,Não,0,0,,,,SEMESTRAL,22787954000129
11969,16.991.823/0001-66,HSOL INCENTIVE PERFORMANCE S/A,Ativo,01/03/2022,,8,"1725,9","1725,9",958,"348,9",419,,11-50,35,https://www.linkedin.com/company/hsol-marketing/,Small,DEMAIS,EPP,"Serviços - Marketing, publicidade, design e produção",,0,"12,71428571",1,2,22,"462,2857143",8,,,"948,5714286",CoMKTConteúdo,Não,0,0,,,,Validar,16991823000166
11970,58.177.643/0001-95,COMERC COMERCIALIZADORA DE ENERGIA ELÉTRICA LTDA,Churn,01/03/2022,25/09/2022,6,1176,1176,,,,,201-500,376,https://www.linkedin.com/company/comerc-energia/,Middle,DEMAIS,EMP,Gás e Energia,,0,4,0,1,6,0,5,,SalesForce,0,BDR,Não,0,0,,,,ANUAL,58177643000195
11973,68.357.615/0001-03,NEW SOFT INFORMATICA LIMEIRA LTDA,Churn,01/03/2022,18/10/2022,7,"4241,65","4241,65",,,,,51-200,141,https://www.linkedin.com/company/new-soft-intelligence/,Middle,DEMAIS,EPP,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,6,"6,666666667",0,0,10,"46,5",20,RDStation,PipeDrive,"16,25",Indicação,Não,0,0,,,,Validar,68357615000103
11984,09.008.151/0001-60,MINUTRADE MARKETING LTDA,Churn,01/03/2022,16/07/2022,4,"867,9","1741,65",,,,,51-200,211,https://www.linkedin.com/company/minu.co/about/,Middle,DEMAIS,GE,"Serviços - Marketing, publicidade, design e produção",,"33,6",1,0,2,6,4,18,RDStation,PipeDrive,0,BDR,Sim,2,"873,75",,,,ANUAL,9008151000160
11993,15.625.073/0001-46,G5 TECNOLOGIA LTDA,Ativo,01/03/2022,,8,1097,1097,699,199,199,,11-50,12,https://www.linkedin.com/company/bravadistribuidor,Small,EPP,ME,Indústrias da Transformação - Materiais elétricos e construção,,66,1,5,0,18,0,12,RDStation,RDStationCRM,"43,4",BDR,Não,0,0,,,,ANUAL,15625073000146
11998,27.391.065/0001-61,ALTA PERFORMANCE PROMOCOES LTDA,Churn,01/03/2022,28/09/2022,6,"3270,65","3816,65",,,,,201-500,6,https://www.linkedin.com/company/imperium-group-oficial/about/,Middle,,,,,0,"143,5","1,666666667",1,6,"2,333333333",19,,,"189,25",Site,Sim,1,546,,,,,27391065000161
12026,45.990.181/0001-89,ROBERT BOSCH LIMITADA,Ativo,01/04/2022,,7,699,699,699,0,0,,10000 +,2841,https://www.linkedin.com/company/boschbrasil/,Big,DEMAIS,GE,Comércio de Bens de Consumo duráveis - Equipamentos eletrônicos ; hardwares,,0,"4,5","8,8",0,18,"185,4",10,,,0,EventodeTerceiros,Não,0,0,,,,ANUAL,45990181000189
12027,21.389.427/0001-01,TERGOS S.A.,Ativo,01/03/2022,,8,"4406,5",4756,1398,159,199,3000,Não Tem,Não Tem,Não Tem,Small,DEMAIS,EPP,Software - Áreas da saúde,,0,"8,166666667","31,8",0,12,"601,8333333",24,RDStation,,"87,8",ListasAtivas,Sim,1,"349,5",,,,Validar,21389427000101
12039,50.268.838/0001-39,SARAIVA EDUCACAO S.A.,Ativo,01/05/2022,,6,699,"847,9",699,"148,9",0,,51-200,103,https://br.linkedin.com/company/saraiva-educacao/about,Middle,DEMAIS,GE,Serviços - Educação Corporativa,,"116,6","7,2","1,5",6,10,"62,8",14,RDStation,PipeDrive,"82,2",ListasAtivas,Sim,2,"148,9",,,,ANUAL,50268838000139
12044,03.585.986/0001-05,INSTITUTO DE BIOLOGIA MOLECULAR DO PARANA - IBMP,Ativo,01/04/2022,,7,"1167,9","1167,9",699,"49,9",419,,201-500,233,https://www.linkedin.com/company/ibmpsaude/,Middle,DEMAIS,EMP,Serviços - Pesquisa e desenvolvimento técnico,,0,0,"24,42857143",0,10,34,8,,SalesForce,156,ListasAtivas,Não,0,0,,,,ANUAL,3585986000105
12048,35.611.694/0001-88,49 EDUCACAO LTDA,Ativo,01/03/2022,,8,7210,7210,1920,790,0,4500,11-50,23,https://www.linkedin.com/school/49educacao/,Small,EPP,ME,Serviços - Educação Corporativa,,"1026,285714","104,7142857",1,1,8,428,31,RDStation,PipeDrive,"2741,714286",BDR,Não,0,0,Sim,2,950,Validar,35611694000188
12051,10.851.805/0001-00,Flex Gestão de Relacionamentos S.A.,Ativo,01/04/2022,,7,"3815,9","3815,9",597,"49,9",169,3000,10000 +,238,https://www.linkedin.com/company/grupoconnvert/,Big,DEMAIS,GE,Serviços - Tecnologia da Informação,,0,1,1,0,6,"42,5",7,,,0,BDR,Não,0,0,,,,ANUAL,10851805000100
12057,32.990.739/0001-84,INBC Agro Indústria de Fertilizantes Ltda,Churn,01/04/2022,30/06/2022,2,"4575,9","3707,9",,,,,Não Tem,Não Tem,Não Tem,Middle,DEMAIS,ME,Indústrias da Transformação - Biotecnologia,,0,36,0,3,4,8,11,,,"161,25",Indicação,Não,0,0,Sim,2,868,Validar,32990739000184
12066,19.978.047/0001-52,CBN & COMPANY CONSULTORIA E CORRETORA DE SEGUROS LTDA,Ativo,01/04/2022,,7,"4503,9","4503,9",958,"526,9",319,2700,11-50,17,https://www.linkedin.com/company/cbn-&-company/about/,Small,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"6,166666667",1,12,26,"193,8",20,RDStation,,"799,3333333",ListasAtivas,Não,0,0,Sim,3,1249,Validar,19978047000152
12067,58.818.493/0001-51,NORBER ENGENHARIA LTDA,Churn,31/03/2022,01/11/2022,7,"1096,9",1068,,,,,51-200,70,https://www.linkedin.com/company/norber-tecnologia/,Middle,DEMAIS,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"1,5",0,0,14,"27,8",7,,,4,BDR,Não,0,0,,,,ANUAL,58818493000151
12077,11.803.138/0001-45,ECO IT TECNOLIA LTDA,Ativo,01/04/2022,,7,"3567,9","4324,8",898,"607,8",119,2700,11-50,15,https://www.linkedin.com/company/eco-it-tecnologia/about/,Small,ME,ME,Serviços - Tecnologia da Informação,,38,"11,83333333",0,1,28,715,12,Hubspot,HubSpot CRM,"761,3333333",BDR,Sim,3,"756,9",,,,ANUAL,11803138000145
12090,03.975.374/0001-10,A3F SERVIÇOS TÉCNICOS E AMBIENTAIS,Ativo,01/04/2022,,7,"1392,65","1770,75","1251,85","49,9",469,,11-50,21,https://br.linkedin.com/company/prime-solu%C3%A7%C3%B5es-ambientais/about,Small,EPP,ME,Serviços - Administrativos e serviços complementares,,0,"26,5",1,2,4,"113,6666667",13,,Agendor,27,ListasAtivas,Sim,2,398,,,,Validar,3975374000110
12095,42.708.864/0001-02,SWOOD TECNOLOGIA E PAGAMENTOS LTDA,Churn,01/04/2022,14/11/2022,7,"4066,9","997,9",699,"248,9",50,,11-50,23,https://www.linkedin.com/company/useswood/about/,Small,DEMAIS,DEM,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"2,5",0,0,8,"99,25",11,,,"169,75",Site,Não,0,0,Sim,2,3069,ANUAL,42708864000102
12117,93.578.813/0001-44,CIGAM SOFTWARE CORPORATIVO S.A.,Ativo,01/04/2022,,7,"4162,9","7395,9","2310,8","2085,1",0,3000,501-1000,438,https://www.linkedin.com/company/erpcigam/about/,Big,DEMAIS,EMP,Software - Gestão Empresarial (ERP),,"1234,75",13,0,5,16,"881,3333333",45,,,"700,8333333",ListasAtivas,Sim,6,4710,,,,ANUAL,93578813000144
12130,03.112.879/0001-51,SASCAR TECNOLOGIA E SEGURANÇA AUTOMOTIVA S.A,Ativo,01/04/2022,,7,"1493,9","1493,9",995,"448,9",50,,501-1000,880,https://www.linkedin.com/company/sascar-tecnologia-e-seguran-a-automotiva-s-a/about/,Big,DEMAIS,GE,Software - Logística,,0,"52,8","4,666666667",0,0,"1373,2",57,,SalesForce,"805,6666667",BDR,Não,0,0,,,,MENSAL,3112879000151
12132,76.533.074/0001-55,Tegape Importação e Comércio de Tecidos Técnicos Ltda,Ativo,01/04/2022,,7,"1314,9","1314,9",796,"49,9",469,,501-1000,119,https://www.linkedin.com/company/tegape-telas/about/,Big,DEMAIS,GE,Indústrias da Transformação - Metalurgica,,0,"9,166666667","4,166666667",18,12,"852,3333333",9,,,31,ListasAtivas,Não,0,0,,,,MENSAL,76533074000155
12148,60.104.007/0001-85,EDUARDO DE OLIVEIRA RIVELLES EPP,Churn,01/04/2022,29/09/2022,5,3500,3500,,,,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,Serviços - Prestação de serviço de saúde (B2C),,0,"8,25",0,0,16,"379,25",9,,,"65,5",ListasAtivas,Não,0,0,,,,SEMESTRAL,60104007000185
12149,04.860.567/0001-99,BLEND IT CONSULTORIA E SERVIÇOS EM INFORMATICA LTDA,Ativo,01/04/2022,,7,"4407,4","4407,4","1138,5","49,9",519,2700,501-1000,243,https://www.linkedin.com/company/blend-it-consulting/about/,Big,DEMAIS,EPP,Serviços - Tecnologia da Informação,,0,"1,5","6,2",0,20,"46,5",9,,,"2,5",EventodeTerceiros,Não,0,0,,,,Validar,4860567000199
12152,07.037.423/0001-25,Aquicultura da Fonte Ltda,Ativo,01/04/2022,,7,"3856,9","3856,9",759,"248,9",149,2700,11-50,7,https://www.linkedin.com/company/dafonteaquicultura/about/,Small,DEMAIS,ME,"Agricultura, pecuária, pesca e aquicultura",,0,22,6,0,6,"556,8",8,,PipeDrive,"156,8",ListasAtivas,Não,0,0,,,,SEMESTRAL,7037423000125
12155,28.612.816/0001-95,ADBAT CONSULTORIA DE ESTRATEGIA DIGITAL LTDA,Churn,01/05/2022,10/11/2022,6,3627,4026,958,99,269,2700,11-50,13,https://www.linkedin.com/company/adbat/about/,Small,DEMAIS,ME,Serviços - Tecnologia da Informação,,0,"11,66666667","3,75",2,8,"266,2",9,,,396,Site,Sim,2,399,,,,SEMESTRAL,28612816000195
12166,22.565.561/0001-70,PEM & LHA CORRETAGEM LTDA,Churn,01/05/2022,09/10/2022,5,6176,"6225,9",,,,,51-200,20,https://br.linkedin.com/company/m-m-gest%C3%A3o-de-risco-e-planejamento-financeiro/about,Middle,ME,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,60,0,1,12,"921,3333333",9,,,674,ListasAtivas,Sim,1,"49,9",,,,ANUAL,22565561000170
12165,05.359.075/0002-68,TEMPEST SERVIÇOS DE INFORMÁTICA S.A.,Ativo,01/05/2022,,6,"2171,9","2171,86","1554,96","367,9",249,,201-500,432,https://www.linkedin.com/company/tempestsec/about/,Middle,DEMAIS,DEM,"Software - BI, dados e segurança da informação",,"31,66666667",4,1,1,6,"475,6666667",15,RDStation,SalesForce,"39,33333333",BDR,Sim,2,358,,,,Validar,5359075000268
12185,70.204.870/0001-68,F&M Corretora de Seguros Ltda,Ativo,01/05/2022,,6,6077,"6595,9",759,"367,9",469,5000,51-200,104,https://www.linkedin.com/company/galcorr/,Middle,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"12,8","1,666666667",1,10,"853,4",18,,SalesForce,462,ListasAtivas,Não,0,0,,,,SEMESTRAL,70204870000168
10795,34.867.639/0001-90,DOUTORIZE EDUCACIONAL LTDA,Churn,01/06/2021,25/09/2021,3,796,796,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,,,0,5,0,2,6,"6,5",6,RDStation,,4,ListasAtivas,Não,0,0,,,,MENSAL,34867639000190
10291,30.709.830/0001-53,EMPRETEC SERVICOS LTDA,Churn,01/03/2021,18/03/2022,12,867,867,,,,,Não Tem,Não Tem,Não Tem,Small,ME,EPP,Gás e Energia,,0,4,0,0,4,0,11,,,"18,5",BDR,Não,0,0,,,,ANUAL,30709830000153
10099,27.183.082/0001-03,Engagement Mark. Prom. Incentivo Publicidade E Propaganda Ltda.,Ativo,01/01/2021,,22,759,"1156,9",759,"248,9",149,,11-50,10,www.linkedin.com/company/cartoesciacard/,Small,ME,ME,Serviços - Administrativos e serviços complementares,,0,"9,904761905","4,722222222",5,8,"308,9047619",24,,,"1481,894737",BDR,Sim,4,"397,9",,,,SEMESTRAL,27183082000103
11641,18.457.536/0001-04,Facilita Tecnologia S/A,Churn,01/02/2021,18/12/2022,22,798,1097,898,199,0,,11-50,39,www.linkedin.com/company/appfacilita/,Small,DEMAIS,ME,Software - Vendas / CRM,,"508,7799043","58,67272727","1,5",1,30,"749,95",14,RDStation,,"1342,395455",Indicação,Sim,1,199,,,,ANUAL,18457536000104
4566,85.203.925/0001-92,Fluipress Automacao Ltda,Ativo,01/01/2021,,22,398,448,398,50,0,,51-200,117,www.linkedin.com/company/fluipress-automa-o/,Middle,DEMAIS,EPP,Comércio de Bens de Consumo duráveis - Equipamentos industriais,,"100,7777778","5,818181818",0,0,8,"55,76470588",0,,,"237,6666667",BDR,Sim,2,298,Sim,2,0,ANUAL,85203925000192
4624,10.931.607/0001-49,FP Informações Cadastrais,Ativo,01/05/2021,,18,"947,9","2767,9",2519,"248,9",0,,501-1000,6,www.linkedin.com/company/grupo-fontes/,Very small,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,"5210,882353","612,2941176","19,32638889",0,4,"1516,470588",0,RDStation,,"5266,764706",Indicação,Sim,3,1820,,,,ANUAL,10931607000149
12610,36.720.583/0001-72,GREATEST OF ALL TIME MARKETING DIGITAL LTDA - Conta 2,Ativo,01/03/2022,,8,"1144,9","3895,8",3497,"398,8",0,,11-50,51,https://www.linkedin.com/company/goat-mktdigital/about/?originalSubdomain=br,Middle,ME,ME,"Serviços - Marketing, publicidade, design e produção",,1817,126,5,6,28,"15140,5",28,,PipeDrive,"5822,2",Site,Sim,1,"49,9",,,,MENSAL,36720583000172
11925,01.934.404/0001-15,GRUPO GENESE DE ENSINO LTDA.,Ativo,01/03/2022,,8,3990,3990,3990,0,0,,51-200,119,https://br.linkedin.com/company/sistema-gge-de-ensino/about,Middle,DEMAIS,GE,Serviços - Educação B2C,,"790,2857143","189,2857143",4,1,0,"747,3428571",63,RDStation,,0,ListasAtivas,Não,0,0,,,,Validar,1934404000115
10112,10.224.919/0001-12,Hfx Administração E Participações Ltda,Churn,01/01/2021,21/07/2022,18,1294,"1641,9",,,,,1001-5000,74,www.linkedin.com/company/fmg---facilities-management-group/,Big,,,,,"28,52380952",16,1,1,4,286,30,RDStation,,"1,666666667",BDR,Sim,2,"248,9",,,,,10224919000112
10925,07.713.772/0001-10,HIGIPAPER DISTRIBUIDORA E COMERCIO LTDA,Churn,01/07/2021,22/10/2022,15,"1066,9","1066,9",,,,,Não Tem,Não Tem,Não Tem,Small,EPP,EPP,Comércio de Bens de Consumo duráveis - Móveis e artigos domésticos,,0,3,1,3,4,"42,33333333",8,,,"9,5",Site,Não,0,0,,,,ANUAL,7713772000110
11494,05.459.432/0001-89,HYPNOBOX CONSULTORIA E LICENCIAMENTO DE SISTEMAS ONLINE LTDA,Ativo,01/11/2021,,12,"1313,9","1313,9",796,"248,9",269,,51-200,55,https://www.linkedin.com/company/hypnobox/,Middle,DEMAIS,ME,Software - Vendas / CRM,,"237,5454545","16,91666667","20,4",1,12,"569,3636364",16,,PipeDrive,477,EventodeTerceiros,Não,0,0,,,,MENSAL,5459432000189
11634,40.126.381/0001-74,Jp Cordova Franquias E Participacoes Ltda,Ativo,01/01/2021,,22,699,798,699,99,0,,51-200,162,www.linkedin.com/company/magrass-franchising/,Middle,,,,,"411,2269231","15,31868132","2,8",0,4,"318,8939394",9,RDStation,,"200,3333333",Indicação,Sim,1,99,,,,,40126381000174
11607,19.023.668/0001-82,KARAVEL INDUSTRIA E COMERCIO DE CARNES E DERIVADOS LTDA,Ativo,01/01/2022,,10,1364,1564,796,299,469,,11-50,13,https://www.linkedin.com/company/karaveltrade/about/,Small,ME,EPP,"Indústrias da Transformação - Alimentícios, bebidas e fumo",,0,"4,5",0,0,4,20,10,,,5,BDR,Sim,1,200,,,,MENSAL,19023668000182
10636,62.601.489/0001-04,LAVORO AUTOMACAO INFORMATICA E COMERCIO LTDA,Ativo,01/05/2021,,18,566,"809,5",398,"342,5",69,,1001-5000,435,www.linkedin.com/company/lavoroagro/,Big,ME,DEM,Serviços - Tecnologia da Informação,,50,"5,25","12,15384615",1,20,698,7,,,"379,625",EventodeTerceiros,Sim,1,"243,5",,,,ANUAL,62601489000104
12207,60.001.955/0001-95,Sandet Quimica LTDA,Ativo,01/05/2022,,6,3657,3657,759,199,199,2500,51-200,14,https://www.linkedin.com/company/sandet-quimica-ltda/about/,Middle,DEMAIS,EPP,Indústrias da Transformação - Químicos e Farmacêuticos,,0,"3,333333333","3,75",1,4,"152,4",6,,,"132,2",ListasAtivas,Não,0,0,,,,SEMESTRAL,60001955000195
